Category, Entry
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION LABOR ADVOCATE, THE (m) 1st of mo. 1038 Grove St., Elizabeth, N. J. Official organ Union County Central Labor Union, Plainfield Central Labor Union. AFL. Est. 1903, 4 cols., 8 pp., $1 per yr. G. J. Reiss, ed. Local and national labor news. Local ads., 3,500 circ., estimated. "
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"NEW JERSEY TEACHER, THE (m) 1st of mo. 738 Hight St., Newark, N. J. Official organ New Jersey State Federation of Teachers. AFL. Est. 1938. Simon Chasen, ed. Local ads. Uses mats. 5,000 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR NEWS, THE (w) . 137 Klockner Road, Tren ton, N. J. Official organ Mercer County Central Labor Council and Building Trades Council. AFL. Est. 1931. M. C. MacRobert, ed. Local ads. Uses mats. 5,500 circ., estimated. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"NEW YOFK STATE FEDERATION OF LABOR BULLETIN (m) 1st of mo. 9 So. Hawks St., Al bany, N. Y. Official organ New York State Federa tion of Labor. AFL. Est. 1924, 2 cols., 6 pp. J. M. O'Hanlon, sec.-treas. Local and national labor news. No ads. 3,000 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"FEDERATION OF LABOR HERALD (w) Fri. 310 White Bldg., Buffalo, N. Y. Official organ Buffalo Central Labor Council. AFL. Est. 1931, 5 cols., 8 pp., $2 per yr., 5c per issue. R. A. Smith, ed. Local and national labor news. Local ads, clas sified ads. Uses mats. ILNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR JOURNAL (w) Thurs. 75 E. Eagle St., Buffalo, N. Y. Official organ Allied Building Trades Council. AFL. Est. 1917, 8 cols., $1 per yr. C. A. Zinkert, ed. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR NEWS REVIEW (m) 1st of mo. 209-11 W. Hudson St., Elmira, N. Y. Official organ Elmira Central Trades and Labor Assembly. AFL. Est. 1936, 5 cols., 8 pp., $1 per yr., 10c per issue. J. E. Murphy, ed. Local and national labor news, national general news. Local and national ads. Uses mats. 5,000 circ., estimated. ILNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"NASSAU-SUFFOLK LABOR NEWS (w) Fri. 157 Greenwich St., Hempstead, L. I., N. Y. Official organ Central Trades and Labor Council of Nassau- and Suffolk Counties. AFL. Est. 1938, 8 cols., 8 pp., $2 per yr., 5c per issue. John O'Rourke, ed. Columnist: Philip Pearl. Local and national labor news. Local and national ads. Uses mats. UP, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"ARCHITECTURAL AND ENGINEERING GUILD BULLETIN (m) 1st of mo. 15 E. 40th St., New. York, N. Y. Official organ Local 66, International Federation of Technical Engineers', Architects', and Draughtsmen's Unions. AFL. Est. 1937, 2 cols., 4 pp. J. L. Raimist, ed. Local and national labor news. No ads. 3,000 circ., estimated. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"BUILDING SERVICE NEWS (m) 1st of mo. 570, 7th Ave., New York, N. Y. Official organ Building' Service Employees', Local 32B. AFL. Est. 1934. J. J. Bambrick, ed. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"BUTCHER WORKER, THE (m) 1st of mo. 40 W. 17th St., New York, N. Y. Official organ Hebrew Butcher Workers Union, Local 234. AFL. Est. 1937, 9 by 12 in., $4 per yr., 25c per issue. Joseph < Belsky, ed. Local labor news, national general news. Women's Page, Yiddish Section. Local ads. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"FLESHERS OBSERVER (q) . 957 Willoughby Aye., Brooklyn, N. Y. Official organ Fur Dressers Union, Local 2. AFL. Est. 1936. Samuel Mindel, ed. 500 circ., estimated. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"JOURNEYMAN BARBERS BEACON (m). 118 W. 44th St., New York, N. Y. Official organ Journey men Barbers, Locals 1 and 4. AFL. Est. 1937. S. R. Rubenstein, ed. 5,000 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR CHEST NEWS SERVICE (m) 1st of mo. , 3 W. 16th St., New York, N. Y. Official organ Labor Chest for Relief and Liberation of Workers of Eu rope. AFL. Est. 1934, 6 cols., 1 p. Matthew Woll, chmn. International news. No ads."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"MONTHLY BULLETIN (m) Last of mo. 853 Broad way, New York, N. Y. Official organ Typographical Union, Local 6. AFL. Est. 1888, 3 cols., 8 pp. av. J. J. McGrath, sec.-treas. Local anl national labor news. No ads."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"NEW YORK TEACHER, THE (m) 1st of mo. 114 E. 16th St., New York, N. Y. Official organ Ameri can Federation of Teachers. AFL. Est. 1935, 9 by 12 in., 39 pp., $1 per yr., 10c per issue. Blanche Hoerichter, chmn. Local and national labor news, national general news. Movies, music, book re- "" views, theatre. Local and national ads, classified ads. 8,800 circ., sworn statement."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"PROJECT EDUCATOR (f). 28 W. 31st St., New York, N. Y. Official organ WPA Teachers Union, Local 453, American Federation of Teachers. AFL. Est. 1936. Amnon Balber, ed. Uses mats. 5,500 - circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"TRADE UNION COURIER (f) Fri. 55 W. 42nd St., New York, N. Y. Official organ American Federa tion of Labor local unions. AFL. Est. 1936, 5 cols., 16 pp., $2 per yr., 10c per issue. M. C. Raddock, ed. Local and national labor news. Theater reviews. ., Local and national ads., classified ads. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION ELECTRICAL MANUFACTURING NEWS (m) 1st of mo. New York City, N. Y. Official organ Local No. 3, International Brotherhood of Electrical Workers. AFL. Est. 1937, 9 by 12 in., 6 pp. Lillian Fund, ed. Local and national labor news. No ads."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION HAIRDRESSER (m). 330 Flatbush Aye., Brooklyn, N. Y. Official organ Hairdressers Union, Local 913-C. AFL. Est. 1936. S. R. Rubenstein, ed. Local ads. 2,000 circ., estimated. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR (w) Fri. 16 State St., Rochester, N. Y. Of ficial organ Central Trades and Labor Council. AFL. Est. 1939, 5 cols., 8 pp., $2 per yr., 5c per issue. Jack Cadden, ed. Local and national labor news. Local ads. Uses mats. ILNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR HERALD AND CITIZEN (w) Sat. 400 Terminal Bldg., Rochester, N. Y. Official organ Rochester Central Trades and Labor Council. AFL. Est. 1913, 7 cols., $1 per yr. E. J. Walsh, ed. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"WORKMAN, THE (w). Yonkers, N. Y. AFL. Est. 1908. William Collins, ed. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"CHARLOTTE LABOR JOURNAL AND DIXIE FARM NEWS, THE (w) Thurs. 302 S. College St., Charlotte, N. C. Official organ Charlotte Central Labor Union. AFL. Est. 1931, 6 cols., 4 pp., $2 per yr. W. M. Witter, ed. Columnist : Philip Pearl. Local and national labor and general news. Local and national ads. Uses mats. 1,200 circ., sworn statement. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION HERALD, THE (w) Thur. 110 W. Hargett St., Raleigh, N. C. Capital Printing Co., pubr. Est. ' 1918, 7 cols., 8 pp., $1 per yr. AFL. Local and national labor and general news. Radio, movies, consumers guide, legal notices. Local and national ads. Uses mats. 1,400 circ., estimated. ILNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"NORTH CAROLINA FEDERATIONIST (m) 1st of mo. P. O. Box 226, Salisbury, N. C. Official organ North Carolina State Federation of Labor. AFL."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"NORTH DAKOTA STATE LABOR REVIEW, THE (a) . P. O. Box 97, Bismarck, N. D. Official organ North Dakota State Federation of Labor. AFL. 9 by 12 in., 100 pp. av. L. J. Mero, ed. Local and national labor news. Local and national ads. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR UNION, THE (w) Fri. Edit. add., 739 First Central Tower Bldg., Akron, O. Pubn. add., 211 S. Ludlow St., Dayton, O. Official organ Summit County Trades and Labor Assembly and The United Labor Congress. AFL. Est. 1927, 8 cols., 7 pp. av., $3 per yr. J. F. Bechtel, ed. Local and national labor * and general news. Women's page, comics. Local and national ads. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNITED LABOR NEWS (m) 1st of mo. 403 4th St. N. E., Canton, O. Official organ AFL Unions . of Canton, Ohio. AFL. Est. 1925, 5 cols., 12 pp., $1 per yr. D. W. Harter, ed. Columnist: Philip Pearl. Local and national labor and general news. Local ads. Uses mats. 3,500 circ., estimated. ILP, OLNS, ILNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"CHRONICLE, THE (w) Fri. 407 Brotherhood Rail way Clerks Bldg., Cincinnati, O. Official organ Central Labor Council of Cincinnati and vicinity. AFL. Est. 1891, 6 cols., 8 pp., 5c per issue. Local and national labor and general news. Women's page. Local and national ads. Uses mats. 16,238 circ., publisher's report. ILNS, OLNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"CLEVELAND CITIZEN, THE (w) Fri. Chester and E. 11th, Cleveland, O. Official organ Cleveland Fed eration of Labor. AFL. Est. 1891, 8 cols., 6 pp. av., $3 per yr. M. S. Hayes, ed. Local and national labor news. Radio, sports. Local and national ads, classified ads. Uses mats. 42,980 circ., sworn state ment. OLNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR TRIBUNE, THE (w) Fri. 247i/2 S. High St., Columbus, O. Official organ Columbus Federa tion of Labor and the Fairfi eld County Central Labor Union. AFL. Est. 1934, 5 cols., 8 pp., $1 per yr., 5c per issue. Local and national labor news. Local ads, classified ads. Uses mats. 5,000 circ., sworn statement. OLNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"QUARTERLY BULLETIN (q). Suite 405, Atlas Bldg., Columbus, O. Ohio State Federation of Labor. AFL."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"BUTLER COUNTY PRESS, THE (w) Fri. 326 Mar ket St., Hamilton, O. Official organ Trades and Labor Councils of Middleton and Hamilton. AFL. Est. 1901, 6 cols., 4 pp., $1 per yr. Columnist : Philip Pearl. Local and national labor and general news. Legal advice. Local and national ads. 2,800 circ., estimated. ILNS, OLNS, WNU."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR REVIEW, THE (w) Fri. Room 325 National Bank Bldg., Portsmouth, O. The Labor Review, pubr. AFL. Est. 1918, 7 cols., 4 pp., $1 per yr., 5c per issue. F. W. Sheridan, ed. Local and national , labor and general news. Legal notices. Local and national ads. Uses mats. 2,300 circ., estimated. OLNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SPRINGFIELD TRIBUNE, THE (w) Fri. 138 W."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"High St., Springfield, O. Official organ Springfield . Trades and Labor Assembly. AFL. Est. 1909, 6 cols., 4 pp., $1 per yr. Local and national labor news. Comics, Legal Notices. Local and national ads. Uses mats. 1,500 circ., estimated. OLNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SPRINGFIELD TRIBUNE, THE: ANNUAL RE VIEW (a) May 5th. Springfield, O. The Spring field Tribune, pubr. AFL. Est. 1909, 9 by 12 in., 32 pp. Local and national labor and general news. Local ads. Uses mats. 1,500 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION LEADER, THE (w) Fri. 1103 Cherry Ave., Toledo, O. Official organ Toledo Central Labor Union. AFL. Est. 1907, 8 cols., 4 pp., $1.50 per yr., 5c per issue. Walter Guntrup, ed. Columnist: Philip Pearl. Local and national labor news, local general news. Consumers notes, movies. Uses mats."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"ZANESVILLE TRIBUNE, THE (w) Fri. 7 Main h St., Zanesville, 0. Official organ Cement Workers' Local Union No. 18,457. AFL. Est. 1921, 7 cols., 4 pp., $1 per yr., 5c per issue. R. W. Bridwell, ed. Local and national labor and general news. Theatre news. Local and national ads, classified ads. Uses mats. 2,000 circ., estimated. OLNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"OKLAHOMA FEDERATIONIST (m) 1st of mo. 417 Equity Bldg., Oklahoma City, Okla. Official organ Oklahoma State Federation of Labor. AFL. Est. 1908, 5 cols., 8 pp. Thelma Levering, ed. Local and national labor news. Local ads. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SOUTHWEST ORGANIZER. Castle Bldg., Tulsa, Okla. Official organ Chauffers, Teamsters and Helpers Local Union No. 523. AFL."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNIONIST-JOURNAL (m) 1st of mo. 818 S. Chey enne, Tulsa, Okla. Official organ Tulsa Federation of Labor. AFL. Est. 1916, 4 cols., 8 pp., $1.50 per yr. V. V. Van Tilburg, ed. National labor news. Local and national ads. Uses mats. 7,000 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"OREGON LABOR PRESS (w) Fri. 4th Ave. and Jefferson St., Portland, Ore. Official organ Oregon Federation of Labor. AFL. Est. 1900, 7 cols., 4, pp., $1.50 per yr., 5c per issue. S. E. Allen, ed. Local and national labor and general news. Theatre news, local ads. Uses mats. 10,000 circ., publish er's report. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"BEAVER VALLEY LABOR NEWS (w) Thurs. Beaver, Pa. Official organ Beaver Central Labor Council. AFL. Est. 1915. T. L. Anderson, ed. Local ads. Uses mats. 1,600 circ., estimated. AFLWNS, UNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"BRADFORD UNION (w) Fri. 84 Mechanic St., Brad ford, Pa. Official organ Bradford Trades Assembly. AFL. Est. 1934, 4 cols., 6 pp., $1.20 per yr., 5c per issue. J. P. Barrett, ed. Local and national labor news. Local and national ads. 4,300 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"CENTRAL PENNSYLVANIA LABOR NEWS (w) Fri. 221 Market St., Harrisburg, Pa. Official organ Harrisburg Central Labor Union. AFL. Est. 1934, 8 cols., $2.50 per yr. T. E. Stephenson, ed. Uses mats. AFLWNS, UNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR JOURNAL (w) . Monongahela, Pa. Official organ Monongahela Central Labor Council. AFL. Est. 1920. J. E. Reegan, ed. Local ads. Uses mats. 4,000 circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"PROGRESSIVE LABOR WORLD (w) Thur. 829 Filbert St., Philadelphia, Pa. Official organ AFL Unions of Philadelphia, Pa. AFL. Est. 1917, 8 cols., 12 pp., $2 per yr., 5c per issue. G. T. Simmons, ed. Columnist: Philip Pearl. Local and national labor and general news. Local and national ads. ' Uses mats. 10,000 circ., estimated. ILPA, WNU."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"TRADES UNION NEWS, THE (w) Fri. 827 Filbert St., Philadelphia, Pa. Official organ The Central Labor Union of Philadelphia and vicinity. AFL. Est. 1903, 6 cols., 8 pp., $2 per yr., 5c per issue. E. F. Faunce, ed. Local and national labor news, national general news. Local and national ads. Uses mats. 6,500 circ., publisher's report."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"READING LABOR ADVOCATE (w) Fri. 27 Reed St., Reading, Pa. Official organ Federated Trades Council. AFL. Est. 1898, 8 cols., 6 pp., $1 per yr., 5c per issue. R. S. Hofses, ed. Columnist: Henry Zon. Local and national labor news, national gen eral news. Comics, movies. Local ads. Uses mats. 9,600 circ., estimated. FP."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR NEWS, THE (m) 4th week of mo. Strand Theater Bldg., Providence, R. I. Official organ Rhode Island State Federation of Labor. AFL. Est. 1928, 7 cols., 8 pp., 50c per yr., 5c per issue. W. L Connolly and J. T. Cahir, eds. Columnist: G. L Knapp. Local and national labor news. Local ads Uses mats. ILNS, AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SOUTH CAROLINA FEDERATIONIST, THE (m 1st of mo. 1205 Hampton St., Columbia, S. C. Offi cial organ South Carolina Federation of Labor. AFL Est. 1938, 8i/2 by 12 in., 16 pp., $2 per yr. C. E Silva, ed. Columnists: G. L. Knapp, Philip Pear] Local and national labor news. Local ads. Use mats. ILPA."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR WORLD, THE (w) Fri. 310 W. 8th St. Chattanooga, Tenn. Official organ Chattanoogi Central Labor Union. AFL. Est. 1916, 5 cols., i pp. T. R. Cuthbert, ed. Local and national labo: news. Local and national ads. Uses mats. 6,00i circ., estimated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"KNOXVILLE LABOR NEWS (w) Thur. 210 Fret Bldg., Knoxville, Tenn. Official organ Knoxvill Central Labor Union. AFL. Est. 1933, 8 cols, 4 pp., $1.20 per yr., 5c per issue. W. S. Goodson ed. Local and national labor news. Local and na tional ads."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"PROGRESSIVE LABOR (w) Thur. 3311 N. Broad way, Knoxville, Tenn. Scandlyn Printing Company pubr. AFL. Est. 1922, 4 cols., 4 pp., $2 per yr S. H. Scandlyn, ed. Local and national labor am general news. Radio, movies, legal notices. Loca ads, classified ads. Uses mats. 5,000 circ., publish er's report. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"MEMPHIS LABOR REVIEW (w) Fri. 210 Madisoi Ave., Memphis, Tenn. Official organ Tennessee Federation of Labor, Memphis Trades and Labor Coun cil. AFL. Est. 1917, 8 cols., 4 pp., $2 per yr., 5c per issue. J. Cohen, ed. Local and national labor news, local general news. Sports. Local and na tional ads. Uses mats. 7,500 circ., estimated. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"LABOR ADVOCATE, THE (w) Thur. 710-11 Ex change Bldg., Nashville, Tenn. Official organ A. F. of L. Unions in Nashville, Tenn. AFL. Est. 1891, 5 cols., 4 pp. av., 5c per issue. W. M. Taft, ed. Local and national labor and general news. Sports, legal notices. Local ads, classified ads. 5,000 circ., esti mated."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"TRADES AND LABOR NEWS (w) Thur. Edit, add., Labor Temple, Nashville, Tenn. Pubn. add., Printing Crafts Bldg., Nashville, Tenn. Official * organ Nashville Trades and Labor Council, Tennes see Federation of Labor. Est. 1938, 8 cols., 4 pp., $2 per yr. Ben Faucett, ed. Columnist : Philip Pearl. Local and national labor and general news. Local and national ads. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"DALLAS CRAFTSMAN, THE (w) Fri. Edit, add., P. O. Box 897, Dallas, Tex. Pubn. add., 1727 Young St., Dallas, Tex. Official organ The Farm Labor Union of Dallas County. AFL. Est. 1913, 7 cols., 4 pp., $2 per yr. Mrs. W. M. Reilly, ed. Columnist : Philip Pearl. Local and national labor and general news. Theatre Notices. Local and national ads, classified ads. Uses mats. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"EL PASO CITY AND COUNTY LABOR ADVOCATE (w) Fri. 223 S. Oregon St., El Paso, Tex. Official organ El Paso Building Trades Council and Central Labor Union. AFL. Est. 1908, 7 cols., 4 pp., $1.50 per yr. W. J. Moran, ed. Columnist: Philip Pearl. Local and national labor and general news. Radio, Legal Notices. Local and national ads. Uses mats. 4,560 circ., estimated. AFLWNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"SOUTHWESTERN BRICKLAYER, THE (m) 1st of mo. P. O. Box 677, El Paso, Texas. Official organ Texas State Conference of Bricklayers, Masons and Plasterers International Union of America. AFL. Est. 1912, 3 cols., $1 per yr. W. J. Moran, ed. 6,000 circ., publisher's report. AFLWNS, ILNS."
AMERICAN FEDERATION OF LABOR LOCAL UNIONS,"UNION BANNER, THE (f) Fri., 2nd and 4th weeks. Edit. add., Box 1196, Fort Worth, Texas. Pubn. add., 209 Moore Bldg., Fort Worth, Texas. The Union Banner, pubr. AFL. Est. 1894, 7 cols., 4 pp., $1.50 per yr., 5c per issue. C. W. Woodman, ed. Local and national labor news. Local ads. Uses mats. 4,300 circ., estimated."
